WHO_REGION,COUNTRY_NAME,COUNTRY_CODE,ISO_YEAR,ISO_WEEK,ISO_START_DATE,SEX,AGEGROUP,AGEGROUP_NUM,DAILY_CASES,DAILY_CASES_DEATHS,DETAILED_CASES,DETAILED_CASES_DEATHS,DETAILED_CASES_CONFIRMED,DETAILED_CASES_DEATHS_CONFIRMED,DETAILED_CASES_PROBABLE,DETAILED_CASES_DEATHS_PROBABLE,DETAILED_CASES_HOSPITALISED,DETAILED_CASES_HW,DETAILED_CASES_DEATHS_HW,DETAILED_CASES_DISCHARGED,PERSONS_TESTED,PERSONS_TESTED_PCR,DAILY_DS,DETAILED_CASES_DS,DETAILED_CASES_DEATHS_DS,DETAILED_CASES_HOSPITALISED_DS,DETAILED_CASES_HW_DS,TEST_DS,LASTUPDATED_UTC
EUR,Italy,ITA,2020,23,2020-05-31T16:00:00.000Z,All,All,0,2137,506,1855,412,1855,412,,,582,108,,,357796,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2020,24,2020-06-07T16:00:00.000Z,All,All,0,1850,455,2162,249,2162,249,,,552,112,,,384183,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-10T20:29:02.000Z
EUR,Italy,ITA,2020,25,2020-06-14T16:00:00.000Z,All,All,0,2023,309,1608,241,1608,241,,,497,90,,,363652,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,26,2020-06-21T16:00:00.000Z,All,All,0,1462,106,1413,189,1413,189,,,501,59,,,330249,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,27,2020-06-28T16:00:00.000Z,All,All,0,1283,138,1467,100,1467,100,,,479,49,,,323669,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2020,28,2020-07-05T16:00:00.000Z,All,All,0,1408,91,1456,74,1456,74,,,459,33,1,,300523,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,29,2020-07-12T16:00:00.000Z,All,All,0,1389,97,1507,85,1507,85,,,462,42,1,,299238,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2020,30,2020-07-19T16:00:00.000Z,All,All,0,1648,60,1754,63,1754,63,,,495,59,1,,322523,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-10T20:29:02.000Z
EUR,Italy,ITA,2020,31,2020-07-26T16:00:00.000Z,All,All,0,1968,44,2114,51,2114,51,,,483,71,,,356193,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,32,2020-08-02T16:00:00.000Z,All,All,0,2271,57,2768,43,2768,43,,,518,70,,,333079,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
