WHO_REGION,COUNTRY_NAME,COUNTRY_CODE,ISO_YEAR,ISO_WEEK,ISO_START_DATE,SEX,AGEGROUP,AGEGROUP_NUM,DAILY_CASES,DAILY_CASES_DEATHS,DETAILED_CASES,DETAILED_CASES_DEATHS,DETAILED_CASES_CONFIRMED,DETAILED_CASES_DEATHS_CONFIRMED,DETAILED_CASES_PROBABLE,DETAILED_CASES_DEATHS_PROBABLE,DETAILED_CASES_HOSPITALISED,DETAILED_CASES_HW,DETAILED_CASES_DEATHS_HW,DETAILED_CASES_DISCHARGED,PERSONS_TESTED,PERSONS_TESTED_PCR,DAILY_DS,DETAILED_CASES_DS,DETAILED_CASES_DEATHS_DS,DETAILED_CASES_HOSPITALISED_DS,DETAILED_CASES_HW_DS,TEST_DS,LASTUPDATED_UTC,,ra,sum,sum_d
EUR,Switzerland,CHE,2020,37,2020-09-06T16:00:00.000Z,All,All,0,2792,20,2860,18,2860,18,,,,,,,90524,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-01-27T20:48:04.000Z,,,47325,1801
EUR,Switzerland,CHE,2020,38,2020-09-13T16:00:00.000Z,All,All,0,2943,16,2905,15,2905,15,,,,,,,84604,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,50268,1817
EUR,Switzerland,CHE,2020,39,2020-09-20T16:00:00.000Z,All,All,0,2302,12,2222,13,2222,13,,,,,,,67999,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-02-12T20:53:26.000Z,,,52570,1829
EUR,Switzerland,CHE,2020,40,2020-09-27T16:00:00.000Z,All,All,0,3269,11,3461,11,3461,11,,,,,,,67763,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,55839,1840
EUR,Switzerland,CHE,2020,41,2020-10-04T16:00:00.000Z,All,All,0,8254,16,8753,19,8753,19,,,,,,,89353,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,64093,1856
EUR,Switzerland,CHE,2020,42,2020-10-11T16:00:00.000Z,All,All,0,18509,45,19482,49,19482,49,,,,,,,126497,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,82602,1901
EUR,Switzerland,CHE,2020,43,2020-10-18T16:00:00.000Z,All,All,0,38252,132,39678,146,39678,146,,,,,,,177166,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-09T20:31:02.000Z,,,120854,2033
EUR,Switzerland,CHE,2020,44,2020-10-25T16:00:00.000Z,All,All,0,55407,288,55824,327,55824,327,,,,,,,217282,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,176261,2321
EUR,Switzerland,CHE,2020,45,2020-11-01T16:00:00.000Z,All,All,0,51843,531,51195,559,51195,559,,,,,,,206819,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,228104,2852
EUR,Switzerland,CHE,2020,46,2020-11-08T16:00:00.000Z,All,All,0,40255,635,39591,631,39591,631,,,,,,,179895,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,268359,3487
EUR,Switzerland,CHE,2020,47,2020-11-15T16:00:00.000Z,All,All,0,30555,635,30112,633,30112,633,,,,,,,157876,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,298914,4122
EUR,Switzerland,CHE,2020,48,2020-11-22T16:00:00.000Z,All,All,0,26360,621,26179,624,26179,624,,,,,,,160064,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,325274,4743
EUR,Switzerland,CHE,2020,49,2020-11-29T16:00:00.000Z,All,All,0,27029,619,27277,606,27277,606,,,,,,,164253,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,352303,5362
EUR,Switzerland,CHE,2020,50,2020-12-06T16:00:00.000Z,All,All,0,29854,592,30001,608,30001,608,,,,,,,209643,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,382157,5954
EUR,Switzerland,CHE,2020,51,2020-12-13T16:00:00.000Z,All,All,0,29391,630,29260,644,29260,644,,,,,,,242416,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,411548,6584
EUR,Switzerland,CHE,2020,52,2020-12-20T16:00:00.000Z,All,All,0,23785,600,23946,593,23946,593,,,,,,,205385,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-12T20:25:10.000Z,,,435333,7184
EUR,Switzerland,CHE,2020,53,2020-12-27T16:00:00.000Z,All,All,0,23290,574,23399,549,23399,549,,,,,,,148601,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,458623,7758
EUR,Switzerland,CHE,2021,1,2021-01-03T16:00:00.000Z,All,All,0,22962,428,22033,421,22033,421,,,,,,,166525,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,481585,8186
EUR,Switzerland,CHE,2021,2,2021-01-10T16:00:00.000Z,All,All,0,15600,397,15198,376,15198,376,,,,,,,146622,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,497185,8583
EUR,Switzerland,CHE,2021,3,2021-01-17T16:00:00.000Z,All,All,0,13648,320,13485,333,13485,333,,,,,,,162181,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,510833,8903
EUR,Switzerland,CHE,2021,4,2021-01-24T16:00:00.000Z,All,All,0,11505,264,11518,243,11518,243,,,,,,,166983,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-09T20:31:02.000Z,,,522338,9167
EUR,Switzerland,CHE,2021,5,2021-01-31T16:00:00.000Z,All,All,0,10128,173,10057,165,10057,165,,,,,,,185230,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-27T20:23:30.000Z,,,532466,9340
EUR,Switzerland,CHE,2021,6,2021-02-07T16:00:00.000Z,All,All,0,8052,126,7864,129,7864,129,,,,,,,193068,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,540518,9466
EUR,Switzerland,CHE,2021,7,2021-02-14T16:00:00.000Z,All,All,0,6936,97,6979,86,6979,86,,,,,,,175916,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-27T20:23:30.000Z,,,547454,9563
EUR,Switzerland,CHE,2021,8,2021-02-21T16:00:00.000Z,All,All,0,7192,67,7211,63,7211,63,,,,,,,167204,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-27T20:23:30.000Z,,,554646,9630
EUR,Switzerland,CHE,2021,9,2021-02-28T16:00:00.000Z,All,All,0,7546,62,7581,66,7581,66,,,,,,,173483,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-27T20:23:30.000Z,,,562192,9692
EUR,Switzerland,CHE,2021,10,2021-03-07T16:00:00.000Z,All,All,0,8662,75,8783,76,8783,76,,,,,,,193211,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-02-24T20:47:30.000Z,,,570854,9767
EUR,Switzerland,CHE,2021,11,2021-03-14T16:00:00.000Z,All,All,0,10409,64,10494,62,10494,62,,,,,,,228076,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-03-31T20:23:04.000Z,,,581263,9831
EUR,Switzerland,CHE,2021,12,2021-03-21T16:00:00.000Z,All,All,0,12326,58,12532,61,12532,61,,,,,,,253209,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-19T20:25:21.000Z,,,593589,9889
EUR,Switzerland,CHE,2021,13,2021-03-28T16:00:00.000Z,All,All,0,12258,70,12286,71,12286,71,,,,,,,274553,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-20T20:27:56.000Z,,,605847,9959
EUR,Switzerland,CHE,2021,14,2021-04-04T16:00:00.000Z,All,All,0,13977,66,14136,65,14136,65,,,,,,,202401,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,619824,10025
EUR,Switzerland,CHE,2021,15,2021-04-11T16:00:00.000Z,All,All,0,14210,46,14077,46,14077,46,,,,,,,186144,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,634034,10071
EUR,Switzerland,CHE,2021,16,2021-04-18T16:00:00.000Z,All,All,0,14379,52,14519,54,14519,54,,,,,,,182591,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-02T20:25:15.000Z,,,648413,10123
EUR,Switzerland,CHE,2021,17,2021-04-25T16:00:00.000Z,All,All,0,12223,69,11867,68,11867,68,,,,,,,181766,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-27T20:23:30.000Z,,,660636,10192
EUR,Switzerland,CHE,2021,18,2021-05-02T16:00:00.000Z,All,All,0,10350,44,10297,42,10297,42,,,,,,,175829,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-10T20:29:02.000Z,,,670986,10236
EUR,Switzerland,CHE,2021,19,2021-05-09T16:00:00.000Z,All,All,0,7965,26,7839,30,7839,30,,,,,,,182350,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-04-27T20:23:30.000Z,,,678951,10262
EUR,Switzerland,CHE,2021,20,2021-05-16T16:00:00.000Z,All,All,0,7527,37,7344,33,7344,33,,,,,,,198626,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,686478,10299
EUR,Switzerland,CHE,2021,21,2021-05-23T16:00:00.000Z,All,All,0,5222,24,5109,19,5109,19,,,,,,,154835,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-27T20:23:46.000Z,,,691700,10323
EUR,Switzerland,CHE,2021,22,2021-05-30T16:00:00.000Z,All,All,0,3686,18,3516,25,3516,25,,,,,,,161985,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-03T05:07:54.000Z,,,695386,10341
EUR,Switzerland,CHE,2021,23,2021-06-06T16:00:00.000Z,All,All,0,2379,20,2313,16,2313,16,,,,,,,142028,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-27T20:23:46.000Z,,,697765,10361
EUR,Switzerland,CHE,2021,24,2021-06-13T16:00:00.000Z,All,All,0,1281,13,1238,12,1238,12,,,,,,,140378,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-27T20:23:46.000Z,,,699046,10374
EUR,Switzerland,CHE,2021,25,2021-06-20T16:00:00.000Z,All,All,0,763,6,744,7,744,7,,,,,,,131363,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-05-27T20:23:46.000Z,,,699809,10380
EUR,Switzerland,CHE,2021,26,2021-06-27T16:00:00.000Z,All,All,0,946,5,1026,3,1026,3,,,,,,,166496,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,700755,10385
EUR,Switzerland,CHE,2021,27,2021-07-04T16:00:00.000Z,All,All,0,1956,2,2047,3,2047,3,,,,,,,186929,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,702711,10387
EUR,Switzerland,CHE,2021,28,2021-07-11T16:00:00.000Z,All,All,0,3633,3,3797,2,3797,2,,,,,,,187385,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,706344,10390
EUR,Switzerland,CHE,2021,29,2021-07-18T16:00:00.000Z,All,All,0,4867,4,4953,5,4953,5,,,,,,,159421,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,711211,10394
EUR,Switzerland,CHE,2021,30,2021-07-25T16:00:00.000Z,All,All,0,5198,11,5253,11,5253,11,,,,,,,143216,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-09T20:31:02.000Z,,,716409,10405
EUR,Switzerland,CHE,2021,31,2021-08-01T16:00:00.000Z,All,All,0,7149,3,7622,3,7622,3,,,,,,,129700,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,723558,10408
EUR,Switzerland,CHE,2021,32,2021-08-08T16:00:00.000Z,All,All,0,13497,14,14140,15,14140,15,,,,,,,139270,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,737055,10422
EUR,Switzerland,CHE,2021,33,2021-08-15T16:00:00.000Z,All,All,0,17970,24,17952,26,17952,26,,,,,,,162143,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,755025,10446
EUR,Switzerland,CHE,2021,34,2021-08-22T16:00:00.000Z,All,All,0,18132,40,17884,44,17884,44,,,,,,,190590,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,773157,10486
EUR,Switzerland,CHE,2021,35,2021-08-29T16:00:00.000Z,All,All,0,18751,49,18765,53,18765,53,,,,,,,224245,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,791908,10535
EUR,Switzerland,CHE,2021,36,2021-09-05T16:00:00.000Z,All,All,0,18440,54,18147,55,18147,55,,,,,,,236088,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,810348,10589
EUR,Switzerland,CHE,2021,37,2021-09-12T16:00:00.000Z,All,All,0,13124,46,12720,42,12720,42,,,,,,,265717,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,823472,10635
EUR,Switzerland,CHE,2021,38,2021-09-19T16:00:00.000Z,All,All,0,9422,41,9327,44,9327,44,,,,,,,256640,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,832894,10676
EUR,Switzerland,CHE,2021,39,2021-09-26T16:00:00.000Z,All,All,0,7781,39,7647,35,7647,35,,,,,,,251400,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,840675,10715
EUR,Switzerland,CHE,2021,40,2021-10-03T16:00:00.000Z,All,All,0,6362,30,6369,32,6369,32,,,,,,,230173,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,847037,10745
EUR,Switzerland,CHE,2021,41,2021-10-10T16:00:00.000Z,All,All,0,6221,32,6421,32,6421,32,,,,,,,165748,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,853258,10777
EUR,Switzerland,CHE,2021,42,2021-10-17T16:00:00.000Z,All,All,0,8648,33,8695,33,8695,33,,,,,,,166887,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,861906,10810
EUR,Switzerland,CHE,2021,43,2021-10-24T16:00:00.000Z,All,All,0,11183,44,11537,45,11537,45,,,,,,,176587,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,873089,10854
EUR,Switzerland,CHE,2021,44,2021-10-31T16:00:00.000Z,All,All,0,16769,29,17225,35,17225,35,,,,,,,199605,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,889858,10883
EUR,Switzerland,CHE,2021,45,2021-11-07T16:00:00.000Z,All,All,0,24253,63,24881,61,24881,61,,,,,,,239026,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-17T04:35:47.000Z,,,914111,10946
EUR,Switzerland,CHE,2021,46,2021-11-14T16:00:00.000Z,All,All,0,36502,75,37743,80,37743,80,,,,,,,286380,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,950613,11021
EUR,Switzerland,CHE,2021,47,2021-11-21T16:00:00.000Z,All,All,0,50267,108,51103,114,51103,114,,,,,,,352392,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,1000880,11129
EUR,Switzerland,CHE,2021,48,2021-11-28T16:00:00.000Z,All,All,0,62380,168,63076,180,63076,180,,,,,,,412069,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-29T20:26:38.000Z,,,1063260,11297
EUR,Switzerland,CHE,2021,49,2021-12-05T16:00:00.000Z,All,All,0,64851,185,64308,191,64308,191,,,,,,,422365,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,1128111,11482
EUR,Switzerland,CHE,2021,50,2021-12-12T16:00:00.000Z,All,All,0,60639,195,60577,187,60577,187,,,,,,,426401,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,1188750,11677
EUR,Switzerland,CHE,2021,51,2021-12-19T16:00:00.000Z,All,All,0,64938,152,67976,148,67976,148,,,,,,,404834,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,1253688,11829
EUR,Switzerland,CHE,2021,52,2021-12-26T16:00:00.000Z,All,All,0,106739,134,112177,133,112177,133,,,,,,,408796,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,1360427,11963
EUR,Switzerland,CHE,2022,1,2022-01-02T16:00:00.000Z,All,All,0,180268,104,180844,105,180844,105,,,,,,,566758,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-29T20:26:38.000Z,,,1540695,12067
EUR,Switzerland,CHE,2022,2,2022-01-09T16:00:00.000Z,All,All,0,183985,95,185356,99,185356,99,,,,,,,603971,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,1724680,12162
EUR,Switzerland,CHE,2022,3,2022-01-16T16:00:00.000Z,All,All,0,233890,115,237468,114,237468,114,,,,,,,655885,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,1958570,12277
EUR,Switzerland,CHE,2022,4,2022-01-23T16:00:00.000Z,All,All,0,248788,93,248471,108,248471,108,,,,,,,708396,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,2207358,12370
EUR,Switzerland,CHE,2022,5,2022-01-30T16:00:00.000Z,All,All,0,205279,105,201677,101,201677,101,,,,,,,577000,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,2412637,12475
EUR,Switzerland,CHE,2022,6,2022-02-06T16:00:00.000Z,All,All,0,154939,105,151264,104,151264,104,,,,,,,465597,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,2567576,12580
EUR,Switzerland,CHE,2022,7,2022-02-13T16:00:00.000Z,All,All,0,112518,72,109823,73,109823,73,,,,,,,353563,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,2680094,12652
EUR,Switzerland,CHE,2022,8,2022-02-20T16:00:00.000Z,All,All,0,103926,82,105171,88,105171,88,,,,,,,298043,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,2784020,12734
EUR,Switzerland,CHE,2022,9,2022-02-27T16:00:00.000Z,All,All,0,146242,57,151329,53,151329,53,,,,,,,340379,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,2930262,12791
EUR,Switzerland,CHE,2022,10,2022-03-06T16:00:00.000Z,All,All,0,188359,64,190062,66,190062,66,,,,,,,408382,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3118621,12855
EUR,Switzerland,CHE,2022,11,2022-03-13T16:00:00.000Z,All,All,0,186740,96,182854,98,182854,98,,,,,,,419067,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3305361,12951
EUR,Switzerland,CHE,2022,12,2022-03-20T16:00:00.000Z,All,All,0,126866,88,121898,93,121898,93,,,,,,,322537,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3432227,13039
EUR,Switzerland,CHE,2022,13,2022-03-27T16:00:00.000Z,All,All,0,70767,59,66585,58,66585,58,,,,,,,218229,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3502994,13098
EUR,Switzerland,CHE,2022,14,2022-04-03T16:00:00.000Z,All,All,0,41402,53,40925,49,40925,49,,,,,,,149110,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,3544396,13151
EUR,Switzerland,CHE,2022,15,2022-04-10T16:00:00.000Z,All,All,0,31717,36,31019,43,31019,43,,,,,,,129398,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,3576113,13187
EUR,Switzerland,CHE,2022,16,2022-04-17T16:00:00.000Z,All,All,0,22682,32,22338,30,22338,30,,,,,,,96660,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-01T20:25:36.000Z,,,3598795,13219
EUR,Switzerland,CHE,2022,17,2022-04-24T16:00:00.000Z,All,All,0,17277,14,16767,16,16767,16,,,,,,,85435,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3616072,13233
EUR,Switzerland,CHE,2022,18,2022-05-01T16:00:00.000Z,All,All,0,13322,20,13132,15,13132,15,,,,,,,75910,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3629394,13253
EUR,Switzerland,CHE,2022,19,2022-05-08T16:00:00.000Z,All,All,0,11327,12,11188,11,11188,11,,,,,,,67790,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3640721,13265
EUR,Switzerland,CHE,2022,20,2022-05-15T16:00:00.000Z,All,All,0,8655,12,8551,18,8551,18,,,,,,,62299,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-06-24T20:24:40.000Z,,,3649376,13277
EUR,Switzerland,CHE,2022,21,2022-05-22T16:00:00.000Z,All,All,0,6618,5,6683,4,6683,4,,,,,,,51348,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3655994,13282
EUR,Switzerland,CHE,2022,22,2022-05-29T16:00:00.000Z,All,All,0,9942,7,10191,5,10191,5,,,,,,,51485,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3665936,13289
EUR,Switzerland,CHE,2022,23,2022-06-05T16:00:00.000Z,All,All,0,14524,5,14889,6,14889,6,,,,,,,52272,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3680460,13294
EUR,Switzerland,CHE,2022,24,2022-06-12T16:00:00.000Z,All,All,0,22974,8,23415,10,23415,10,,,,,,,64594,,DAILY,WEEKLY_V2,WEEKLY_V2,,,OWID,2022-07-06T20:34:50.000Z,,,3703434,13302
EUR,Switzerland,CHE,2022,25,2022-06-19T16:00:00.000Z,All,All,0,30922,15,31344,10,31344,10,,,,,,,,,DAILY,WEEKLY_V2,WEEKLY_V2,,,,2022-07-06T20:34:50.000Z,,,3734356,13317
EUR,Switzerland,CHE,2022,26,2022-06-26T16:00:00.000Z,All,All,0,43396,11,,,,,,,,,,,,,DAILY,,,,,,2022-07-06T20:34:50.000Z,,,3777752,13328
