WHO_REGION,COUNTRY_NAME,COUNTRY_CODE,ISO_YEAR,ISO_WEEK,ISO_START_DATE,SEX,AGEGROUP,AGEGROUP_NUM,DAILY_CASES,DAILY_CASES_DEATHS,DETAILED_CASES,DETAILED_CASES_DEATHS,DETAILED_CASES_CONFIRMED,DETAILED_CASES_DEATHS_CONFIRMED,DETAILED_CASES_PROBABLE,DETAILED_CASES_DEATHS_PROBABLE,DETAILED_CASES_HOSPITALISED,DETAILED_CASES_HW,DETAILED_CASES_DEATHS_HW,DETAILED_CASES_DISCHARGED,PERSONS_TESTED,PERSONS_TESTED_PCR,DAILY_DS,DETAILED_CASES_DS,DETAILED_CASES_DEATHS_DS,DETAILED_CASES_HOSPITALISED_DS,DETAILED_CASES_HW_DS,TEST_DS,LASTUPDATED_UTC,,ra,sum,sum_d
WPR,China,CHN,2020,1,2019-12-29T16:00:00.000Z,All,All,0,1,0,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,44,1,0
WPR,China,CHN,2020,2,2020-01-05T16:00:00.000Z,All,All,0,44,1,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,1.818181818,45,1
WPR,China,CHN,2020,3,2020-01-12T16:00:00.000Z,All,All,0,80,2,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,23.25,125,3
WPR,China,CHN,2020,4,2020-01-19T16:00:00.000Z,All,All,0,1860,53,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,6.680645161,1985,56
WPR,China,CHN,2020,5,2020-01-26T16:00:00.000Z,All,All,0,12426,305,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,1.838081442,14411,361
WPR,China,CHN,2020,6,2020-02-02T16:00:00.000Z,All,All,0,22840,544,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,1.371847636,37251,905
WPR,China,CHN,2020,7,2020-02-09T16:00:00.000Z,All,All,0,31333,862,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.269939042,68584,1767
WPR,China,CHN,2020,8,2020-02-16T16:00:00.000Z,All,All,0,8458,679,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.345944668,77042,2446
WPR,China,CHN,2020,9,2020-02-23T16:00:00.000Z,All,All,0,2926,427,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.304511278,79968,2873
WPR,China,CHN,2020,10,2020-03-01T16:00:00.000Z,All,All,0,891,228,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.212121212,80859,3101
WPR,China,CHN,2020,11,2020-03-08T16:00:00.000Z,All,All,0,189,103,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,2.380952381,81048,3204
WPR,China,CHN,2020,12,2020-03-15T16:00:00.000Z,All,All,0,450,63,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,1.873333333,81498,3267
WPR,China,CHN,2020,13,2020-03-22T16:00:00.000Z,All,All,0,843,39,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.698695136,82341,3306
WPR,China,CHN,2020,14,2020-03-29T16:00:00.000Z,All,All,0,589,32,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.937181664,82930,3338
WPR,China,CHN,2020,15,2020-04-05T16:00:00.000Z,All,All,0,552,11,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,1.302536232,83482,3349
WPR,China,CHN,2020,16,2020-04-12T16:00:00.000Z,All,All,0,719,1293,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.19054242,84201,4642
WPR,China,CHN,2020,17,2020-04-19T16:00:00.000Z,All,All,0,137,0,,,,,,,,,,,,,DAILY,,,,,,2021-06-08T01:32:07.000Z,,0.401459854,84338,4642
WPR,China,CHN,2020,18,2020-04-26T16:00:00.000Z,All,All,0,55,1,50,,50,,,,50,,,292,,,DAILY,WEEKLY,,WEEKLY,,,2021-06-08T01:32:07.000Z,,0.672727273,84393,4643
WPR,China,CHN,2020,19,2020-05-03T16:00:00.000Z,All,All,0,37,0,38,,38,,,,38,,,378,5122308,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.459459459,84430,4643
WPR,China,CHN,2020,20,2020-05-10T16:00:00.000Z,All,All,0,54,2,36,1,36,1,,,36,,,94,6157197,,DAILY,WEEKLY,WEEKLY,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.759259259,84484,4645
WPR,China,CHN,2020,21,2020-05-17T16:00:00.000Z,All,All,0,41,0,31,,31,,,,31,,,30,11762438,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.097560976,84525,4645
WPR,China,CHN,2020,22,2020-05-24T16:00:00.000Z,All,All,0,45,0,32,,32,,,,32,,,39,9370484,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.311111111,84570,4645
WPR,China,CHN,2020,23,2020-05-31T16:00:00.000Z,All,All,0,59,0,25,,25,,,,25,,,34,6894050,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.694915254,84629,4645
WPR,China,CHN,2020,24,2020-06-07T16:00:00.000Z,All,All,0,100,0,141,,141,,,,141,,,29,6188109,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,2.68,84729,4645
WPR,China,CHN,2020,25,2020-06-14T16:00:00.000Z,All,All,0,268,1,215,,215,,,,215,,,43,10856498,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.720149254,84997,4646
WPR,China,CHN,2020,26,2020-06-21T16:00:00.000Z,All,All,0,193,2,116,,116,,,,116,,,47,13883822,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.601036269,85190,4648
WPR,China,CHN,2020,27,2020-06-28T16:00:00.000Z,All,All,0,116,0,45,,45,,,,45,,,58,12819763,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.862068966,85306,4648
WPR,China,CHN,2020,28,2020-07-05T16:00:00.000Z,All,All,0,216,0,45,,45,,,,45,,,130,8421792,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.921296296,85522,4648
WPR,China,CHN,2020,29,2020-07-12T16:00:00.000Z,All,All,0,415,5,80,,80,,,,80,,,151,8194926,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,2.173493976,85937,4653
WPR,China,CHN,2020,30,2020-07-19T16:00:00.000Z,All,All,0,902,6,209,,209,,,,209,,,119,12166659,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,1.62195122,86839,4659
WPR,China,CHN,2020,31,2020-07-26T16:00:00.000Z,All,All,0,1463,15,537,,537,,,,537,,,95,18177776,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.578947368,88302,4674
WPR,China,CHN,2020,32,2020-08-02T16:00:00.000Z,All,All,0,847,14,240,,240,,,,240,,,219,20227960,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.722550177,89149,4688
WPR,China,CHN,2020,33,2020-08-09T16:00:00.000Z,All,All,0,612,22,181,,181,,,,181,,,371,18105542,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.620915033,89761,4710
WPR,China,CHN,2020,34,2020-08-16T16:00:00.000Z,All,All,0,380,7,118,,118,,,,118,,,322,15396884,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.552631579,90141,4717
WPR,China,CHN,2020,35,2020-08-23T16:00:00.000Z,All,All,0,210,11,81,,81,,,,81,,,252,18606707,,DAILY,WEEKLY,,WEEKLY,,WEEKLY,2021-06-08T01:32:07.000Z,,0.79047619,90351,4728
WPR,China,CHN,2020,36,2020-08-30T16:00:00.000Z,All,All,0,166,7,86,,86,,0,,86,0,0,143,14243508,14243508,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.897590361,90517,4735
WPR,China,CHN,2020,37,2020-09-06T16:00:00.000Z,All,All,0,149,6,63,,60,,3,,63,0,0,95,13163123,13163123,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.167785235,90666,4741
WPR,China,CHN,2020,38,2020-09-13T16:00:00.000Z,All,All,0,174,3,98,,97,,1,,98,0,0,69,13097583,13097583,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.724137931,90840,4744
WPR,China,CHN,2020,39,2020-09-20T16:00:00.000Z,All,All,0,126,2,81,,81,,0,,81,0,0,69,12484970,12484970,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.23015873,90966,4746
WPR,China,CHN,2020,40,2020-09-27T16:00:00.000Z,All,All,0,155,0,104,,98,,6,,104,0,0,75,9523510,9523510,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.187096774,91121,4746
WPR,China,CHN,2020,41,2020-10-04T16:00:00.000Z,All,All,0,184,0,114,,108,,6,,114,0,0,86,14298871,14298871,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1,91305,4746
WPR,China,CHN,2020,42,2020-10-11T16:00:00.000Z,All,All,0,184,0,110,,107,,3,,110,0,0,88,20202539,20202539,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.005434783,91489,4746
WPR,China,CHN,2020,43,2020-10-18T16:00:00.000Z,All,All,0,185,0,131,,125,,6,,131,0,0,109,16893533,16893533,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.335135135,91674,4746
WPR,China,CHN,2020,44,2020-10-25T16:00:00.000Z,All,All,0,247,0,212,,211,,1,,212,0,0,113,31551792,31551792,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.109311741,91921,4746
WPR,China,CHN,2020,45,2020-11-01T16:00:00.000Z,All,All,0,274,2,229,,224,,5,,229,0,0,163,35222450,35222450,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.850364964,92195,4748
WPR,China,CHN,2020,46,2020-11-08T16:00:00.000Z,All,All,0,233,1,104,,101,,3,,104,0,,151,28027791,28027791,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.944206009,92428,4749
WPR,China,CHN,2020,47,2020-11-15T16:00:00.000Z,All,All,0,220,0,96,,96,,0,,96,0,0,155,31105040,31105040,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,3.095454545,92648,4749
WPR,China,CHN,2020,48,2020-11-22T16:00:00.000Z,All,All,0,681,1,95,,88,,7,,95,0,0,126,30771281,30771281,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.220264317,93329,4750
WPR,China,CHN,2020,49,2020-11-29T16:00:00.000Z,All,All,0,831,3,109,,104,,5,,109,0,0,100,31510785,31510785,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.950661853,94160,4753
WPR,China,CHN,2020,50,2020-12-06T16:00:00.000Z,All,All,0,790,3,109,,107,,2,,109,0,0,75,33368566,33368566,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.969620253,94950,4756
WPR,China,CHN,2020,51,2020-12-13T16:00:00.000Z,All,All,0,766,14,118,,111,,7,,118,0,0,106,33126295,33126295,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.793733681,95716,4770
WPR,China,CHN,2020,52,2020-12-20T16:00:00.000Z,All,All,0,608,7,125,,124,,1,,125,0,0,103,39484440,39484440,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.9375,96324,4777
WPR,China,CHN,2020,53,2020-12-27T16:00:00.000Z,All,All,0,570,14,175,,174,,1,,175,4,0,102,41629621,41629621,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,1.094736842,96894,4791
WPR,China,CHN,2021,1,2021-01-03T16:00:00.000Z,All,All,0,624,7,386,,386,,0,,386,5,0,124,60390565,60390565,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,1.774038462,97518,4798
WPR,China,CHN,2021,2,2021-01-10T16:00:00.000Z,All,All,0,1107,6,803,1,800,1,3,0,803,10,0,171,84886511,84886511,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,1.179765131,98625,4804
WPR,China,CHN,2021,3,2021-01-17T16:00:00.000Z,All,All,0,1306,6,781,,779,,2,,781,9,0,230,92908907,92908907,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,0.724349158,99931,4810
WPR,China,CHN,2021,4,2021-01-24T16:00:00.000Z,All,All,0,946,13,450,1,449,1,1,0,450,10,0,684,87798086,87798086,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,0.417547569,100877,4823
WPR,China,CHN,2021,5,2021-01-31T16:00:00.000Z,All,All,0,395,8,145,,142,,3,,145,1,0,638,74423590,74423590,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,0.615189873,101272,4831
WPR,China,CHN,2021,6,2021-02-07T16:00:00.000Z,All,All,0,243,7,67,,66,,1,,67,0,0,547,49120550,49120550,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.633744856,101515,4838
WPR,China,CHN,2021,7,2021-02-14T16:00:00.000Z,All,All,0,154,4,73,,70,,3,,73,0,0,306,61465904,61465904,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.357142857,101669,4842
WPR,China,CHN,2021,8,2021-02-21T16:00:00.000Z,All,All,0,209,1,71,,70,,1,,71,0,0,261,64491649,64491649,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.889952153,101878,4843
WPR,China,CHN,2021,9,2021-02-28T16:00:00.000Z,All,All,0,186,5,83,,82,,1,,83,0,0,109,63727139,63727139,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.446236559,102064,4848
WPR,China,CHN,2021,10,2021-03-07T16:00:00.000Z,All,All,0,269,1,56,,55,,1,,56,0,0,63,51124845,51124845,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.706319703,102333,4849
WPR,China,CHN,2021,11,2021-03-14T16:00:00.000Z,All,All,0,190,0,61,,57,,4,,61,1,0,71,43834142,43834142,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,0.826315789,102523,4849
WPR,China,CHN,2021,12,2021-03-21T16:00:00.000Z,All,All,0,157,2,78,,76,,2,,78,0,0,65,39176262,39176262,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.191082803,102680,4851
WPR,China,CHN,2021,13,2021-03-28T16:00:00.000Z,All,All,0,187,0,125,,123,,2,,125,0,0,57,37846807,37846807,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.155080214,102867,4851
WPR,China,CHN,2021,14,2021-04-04T16:00:00.000Z,All,All,0,216,2,122,,121,,1,,122,0,0,64,35916017,35916017,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.87962963,103083,4853
WPR,China,CHN,2021,15,2021-04-11T16:00:00.000Z,All,All,0,190,3,88,,84,,4,,88,0,0,64,36081539,36081539,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.005263158,103273,4856
WPR,China,CHN,2021,16,2021-04-18T16:00:00.000Z,All,All,0,191,0,95,,89,,6,,95,0,0,93,30281298,30281298,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.968586387,103464,4856
WPR,China,CHN,2021,17,2021-04-25T16:00:00.000Z,All,All,0,185,2,109,,98,,11,,109,0,0,86,33012980,33012980,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.789189189,103649,4858
WPR,China,CHN,2021,18,2021-05-02T16:00:00.000Z,All,All,0,146,0,73,,72,,1,,73,0,0,97,30087434,30087434,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,2.712328767,103795,4858
WPR,China,CHN,2021,19,2021-05-09T16:00:00.000Z,All,All,0,396,0,104,,103,,1,,103,1,0,110,35884679,35884679,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-08T01:32:07.000Z,,6.368686869,104191,4858
WPR,China,CHN,2021,20,2021-05-16T16:00:00.000Z,All,All,0,2522,5,122,,119,,3,,122,0,0,85,45752170,45752170,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,1.606264869,106713,4863
WPR,China,CHN,2021,21,2021-05-23T16:00:00.000Z,All,All,0,4051,82,110,,108,,2,,110,0,0,105,41769414,41769414,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.824734633,110764,4945
WPR,China,CHN,2021,22,2021-05-30T16:00:00.000Z,All,All,0,3341,125,170,,168,,2,,170,1,0,93,59071666,59071666,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-14T20:30:33.000Z,,0.598024544,114105,5070
WPR,China,CHN,2021,23,2021-06-06T16:00:00.000Z,All,All,0,1998,187,186,,184,,2,,186,3,0,116,76528700,76528700,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-06-22T04:44:41.000Z,,0.65965966,116103,5257
WPR,China,CHN,2021,24,2021-06-13T16:00:00.000Z,All,All,0,1318,127,154,,153,,1,,154,0,0,105,61011256,61011256,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.62215478,117421,5384
WPR,China,CHN,2021,25,2021-06-20T16:00:00.000Z,All,All,0,820,85,150,,149,,1,,150,0,0,206,78353231,78353231,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-10-28T08:19:00.000Z,,0.720731707,118241,5469
WPR,China,CHN,2021,26,2021-06-27T16:00:00.000Z,All,All,0,591,64,119,,116,,3,,119,0,0,149,51498303,51498303,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.727580372,118832,5533
WPR,China,CHN,2021,27,2021-07-04T16:00:00.000Z,All,All,0,430,51,201,,197,,4,,201,0,0,148,39478915,39478915,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.895348837,119262,5584
WPR,China,CHN,2021,28,2021-07-11T16:00:00.000Z,All,All,0,385,28,211,,211,,0,,211,1,0,124,40174217,40174217,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.228571429,119647,5612
WPR,China,CHN,2021,29,2021-07-18T16:00:00.000Z,All,All,0,473,22,330,,328,,2,,330,0,0,152,52828851,52828851,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.272727273,120120,5634
WPR,China,CHN,2021,30,2021-07-25T16:00:00.000Z,All,All,0,602,1,499,,498,,1,,499,2,0,88,82369596,82369596,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.375415282,120722,5635
WPR,China,CHN,2021,31,2021-08-01T16:00:00.000Z,All,All,0,828,19,724,,723,,1,,724,18,0,211,177090462,177090462,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.926328502,121550,5654
WPR,China,CHN,2021,32,2021-08-08T16:00:00.000Z,All,All,0,767,15,605,,604,,1,,605,12,0,269,158747927,158747927,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.449804433,122317,5669
WPR,China,CHN,2021,33,2021-08-15T16:00:00.000Z,All,All,0,345,7,223,,222,,1,,223,2,0,465,128157606,128157606,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.811594203,122662,5676
WPR,China,CHN,2021,34,2021-08-22T16:00:00.000Z,All,All,0,280,5,194,,190,,4,,194,0,0,710,127819971,127819971,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.917857143,122942,5681
WPR,China,CHN,2021,35,2021-08-29T16:00:00.000Z,All,All,0,257,4,186,,186,,0,,186,0,0,521,107601754,107601754,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.085603113,123199,5685
WPR,China,CHN,2021,36,2021-09-05T16:00:00.000Z,All,All,0,279,2,223,,220,,3,,223,0,0,309,90133429,90133429,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,2.007168459,123478,5687
WPR,China,CHN,2021,37,2021-09-12T16:00:00.000Z,All,All,0,560,1,493,,490,,3,,493,4,0,299,114808032,114808032,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.725,124038,5688
WPR,China,CHN,2021,38,2021-09-19T16:00:00.000Z,All,All,0,406,2,314,,312,,2,,314,0,0,242,111104123,111104123,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.807881773,124444,5690
WPR,China,CHN,2021,39,2021-09-26T16:00:00.000Z,All,All,0,328,2,208,,208,,0,,208,0,0,363,104498040,104498040,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.765243902,124772,5692
WPR,China,CHN,2021,40,2021-10-03T16:00:00.000Z,All,All,0,251,3,166,,165,,1,,166,0,0,309,120918297,120918297,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.80876494,125023,5695
WPR,China,CHN,2021,41,2021-10-10T16:00:00.000Z,All,All,0,203,0,123,,123,,0,,123,0,0,320,98498812,98498812,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.438423645,125226,5695
WPR,China,CHN,2021,42,2021-10-17T16:00:00.000Z,All,All,0,292,0,253,,251,,2,,253,2,0,194,128532337,128532337,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.578767123,125518,5695
WPR,China,CHN,2021,43,2021-10-24T16:00:00.000Z,All,All,0,461,1,451,,446,,5,,451,12,0,150,152644948,152644948,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,1.381778742,125979,5696
WPR,China,CHN,2021,44,2021-10-31T16:00:00.000Z,All,All,0,637,0,581,,580,,1,,581,21,0,247,170306468,170306468,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.91522763,126616,5696
WPR,China,CHN,2021,45,2021-11-07T16:00:00.000Z,All,All,0,583,1,495,,492,,3,,495,0,0,347,146231277,146231277,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.452830189,127199,5697
WPR,China,CHN,2021,46,2021-11-14T16:00:00.000Z,All,All,0,264,0,194,,190,,4,,194,0,0,486,125615181,125615181,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,0.935606061,127463,5697
WPR,China,CHN,2021,47,2021-11-21T16:00:00.000Z,All,All,0,247,0,170,,167,,3,,170,0,0,431,101424999,101424999,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-08T20:39:58.000Z,,2.465587045,127710,5697
WPR,China,CHN,2021,48,2021-11-28T16:00:00.000Z,All,All,0,609,0,533,,531,,2,,533,0,0,258,111323408,111323408,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-30T20:44:20.000Z,,1.068965517,128319,5697
WPR,China,CHN,2021,49,2021-12-05T16:00:00.000Z,All,All,0,651,0,579,,577,,2,,579,2,0,256,124325985,124325985,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-30T20:44:20.000Z,,1.087557604,128970,5697
WPR,China,CHN,2021,50,2021-12-12T16:00:00.000Z,All,All,0,708,1,610,,606,,4,,610,3,0,251,138393113,138393113,DAILY,WEEKLY_V2,,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,2021-12-30T20:44:20.000Z,,1.337570621,129678,5698
