Date,PlotID,Depth_relative,Temperature,Volumetric_water_content
5/17/2018,431,Deep,24.95044,0.04676537
5/17/2018,232,Deep,24.75625,0.03853878
5/17/2018,132,Deep,24.73053,0.1009122
5/17/2018,532,Deep,24.55421,0.04751406
5/17/2018,432,Deep,24.23034,0.03476027
5/17/2018,121,Deep,24.12048,0.0412665
5/17/2018,211,Deep,23.97,0.03645885
5/17/2018,322,Deep,23.86355,0.04214521
5/17/2018,221,Deep,23.82958,0.03978353
5/17/2018,421,Shallow,23.80993,0.04422414
5/17/2018,521,Deep,23.8079,0.05146599
5/17/2018,522,Deep,23.62026,0.04426269
5/17/2018,311,Deep,23.46865,0.03280397
5/17/2018,612,Deep,23.40512,0.02694805
5/17/2018,621,Deep,23.40355,0.04351483
5/17/2018,422,Deep,23.38593,0.0338184
5/17/2018,212,Deep,23.32708,0.04811543
5/17/2018,412,Deep,23.29688,0.03266441
5/17/2018,611,Deep,23.254,0.05559595
5/17/2018,122,Deep,23.24819,0.06325464
5/17/2018,321,Deep,23.16429,0.06658011
5/17/2018,112,Deep,23.1038,0.05283031
5/17/2018,622,Deep,23.09095,0.04803711
5/17/2018,511,Deep,23.06434,0.05341665
5/17/2018,111,Deep,22.99437,0.0424434
5/17/2018,222,Deep,22.89458,0.04406403
5/17/2018,411,Deep,22.79491,0.05626904
5/17/2018,312,Deep,22.74074,0.04589324
5/17/2018,512,Deep,22.67562,0.02640428
5/16/2018,332,Shallow,29.25662,0.03975521
5/16/2018,232,Shallow,29.14875,0.04004965
5/16/2018,532,Shallow,29.06734,0.02672189
5/16/2018,231,Shallow,29.01,0.03136024
5/16/2018,531,Shallow,28.99181,0.0625146
5/16/2018,131,Shallow,28.93461,0.03261521
5/16/2018,431,Shallow,28.934,0.01338617
5/16/2018,432,Shallow,28.78257,0.03200848
5/16/2018,631,Shallow,28.75681,0.05504532
5/16/2018,331,Shallow,28.21865,0.04981296
5/16/2018,132,Shallow,27.96632,0.06829461
5/16/2018,632,Shallow,27.87422,0.04442302
5/16/2018,122,Shallow,27.1304,0.04038365
5/16/2018,412,Shallow,27.05378,0.04020188
5/16/2018,611,Shallow,26.94767,0.03069797
5/16/2018,111,Shallow,26.93861,0.02536974
5/16/2018,112,Shallow,26.8256,0.04936008
5/16/2018,522,Shallow,26.68806,0.02627566
5/16/2018,221,Shallow,26.63167,0.03470444
5/16/2018,212,Shallow,26.355,0.03187653
5/16/2018,521,Shallow,26.29307,0.0459966
5/16/2018,322,Shallow,26.27151,0.03326904
5/16/2018,621,Shallow,26.22875,0.02951776
5/16/2018,622,Shallow,26.13735,0.02672432
5/16/2018,612,Shallow,26.11815,0.03714396
5/16/2018,512,Shallow,26.07497,0.02315915
5/16/2018,222,Shallow,26.035,0.03804909
5/16/2018,211,Shallow,25.83875,0.04050916
5/16/2018,121,Shallow,25.81393,0.04056382
5/16/2018,422,Shallow,25.769,0.03087124
5/16/2018,312,Shallow,25.75489,0.03233009
5/16/2018,411,Shallow,25.63061,0.03994893
5/16/2018,311,Shallow,25.51625,0.03538297
5/16/2018,421,Deep,25.51402,0.03414747
5/16/2018,321,Shallow,25.32432,0.03368109
5/16/2018,511,Shallow,25.18698,0.04559939
5/16/2018,531,Deep,25.0247,0.04160748
5/16/2018,131,Deep,24.63418,0.04035155
5/16/2018,231,Deep,24.52708,0.03584814
5/16/2018,332,Deep,24.52117,0.0435859
5/16/2018,331,Deep,24.34263,0.06023391
5/16/2018,631,Deep,24.22959,0.04399237
5/16/2018,632,Deep,24.20655,0.05580389
5/16/2018,431,Deep,24.10225,0.04677991
5/16/2018,232,Deep,24.01625,0.03819595
5/16/2018,132,Deep,23.88578,0.1008906
5/16/2018,532,Deep,23.59165,0.04739678
5/16/2018,432,Deep,23.49164,0.03454254
5/16/2018,121,Deep,23.24663,0.04088743
5/16/2018,322,Deep,23.22155,0.04187795
5/16/2018,211,Deep,23.14375,0.03661851
5/16/2018,221,Deep,23.14042,0.03957141
5/16/2018,421,Shallow,23.03985,0.04398132
5/16/2018,521,Deep,22.98537,0.05106797
5/16/2018,522,Deep,22.93067,0.0439168
5/16/2018,311,Deep,22.71052,0.03291043
5/16/2018,612,Deep,22.69939,0.02704623
5/16/2018,621,Deep,22.61402,0.04327029
5/16/2018,212,Deep,22.60667,0.04832047
5/16/2018,422,Deep,22.58527,0.0334777
5/16/2018,412,Deep,22.53963,0.03248846
5/16/2018,611,Deep,22.53728,0.05584911
5/16/2018,122,Deep,22.52751,0.06295842
5/16/2018,622,Deep,22.50164,0.04779849
5/16/2018,321,Deep,22.49686,0.06629217
5/16/2018,222,Deep,22.37417,0.04388394
5/16/2018,511,Deep,22.35406,0.05331559
5/16/2018,111,Deep,22.29625,0.04305695
5/16/2018,112,Deep,22.28354,0.05273091
5/16/2018,512,Deep,22.11578,0.02642294
5/16/2018,312,Deep,22.08254,0.0460996
5/16/2018,411,Deep,22.02574,0.05646081
5/15/2018,332,Shallow,27.95644,0.04043805
5/15/2018,531,Shallow,27.76354,0.06426309
5/15/2018,232,Shallow,27.575,0.04108054
5/15/2018,532,Shallow,27.55162,0.02721134
5/15/2018,432,Shallow,27.39512,0.03257699
5/15/2018,631,Shallow,27.3568,0.05597936
5/15/2018,431,Shallow,27.3553,0.01399209
5/15/2018,131,Shallow,27.31263,0.03326971
5/15/2018,231,Shallow,27.24042,0.03191938
5/15/2018,132,Shallow,26.86875,0.06935076
5/15/2018,331,Shallow,26.71663,0.05064629
5/15/2018,632,Shallow,26.65153,0.0461181
5/15/2018,122,Shallow,25.65883,0.04090842
5/15/2018,412,Shallow,25.63447,0.04022076
5/15/2018,611,Shallow,25.61049,0.03132106
5/15/2018,522,Shallow,25.49659,0.02677222
5/15/2018,112,Shallow,25.38464,0.05014392
5/15/2018,521,Shallow,25.33494,0.04653796
5/15/2018,111,Shallow,25.32354,0.02610475
5/15/2018,221,Shallow,25.25958,0.03529261
5/15/2018,212,Shallow,25.17375,0.03263365
5/15/2018,621,Shallow,25.16017,0.03012618
5/15/2018,222,Shallow,25.10917,0.03847817
5/15/2018,612,Shallow,25.09642,0.03803954
5/15/2018,322,Shallow,25.05642,0.03383606
5/15/2018,622,Shallow,24.91075,0.02734149
5/15/2018,512,Shallow,24.86765,0.02366705
5/15/2018,121,Shallow,24.84007,0.04110346
5/15/2018,211,Shallow,24.74708,0.04108317
5/15/2018,531,Deep,24.72975,0.04167464
5/15/2018,422,Shallow,24.67026,0.03122702
5/15/2018,421,Deep,24.50749,0.0348056
5/15/2018,312,Shallow,24.47573,0.03319454
5/15/2018,321,Shallow,24.3603,0.03418463
5/15/2018,131,Deep,24.29782,0.04042374
